id,title,genres,original_language,release_date,length,rating,rating_count,plot
9846,To Live and Die in L.A.,"Crime, Thriller, Action",en,1985,116,7.3,39000,A fearless Secret Service agent will stop at nothing to bring down the counterfeiter who killed his partner.A fearless Secret Service agent will stop at nothing to bring down the counterfeiter who killed his partner.A fearless Secret Service agent will stop at nothing to bring down the counterfeiter who killed his partner.
15239,The Toxic Avenger,"Comedy, Horror, Science Fiction",en,1984,82,6.2,32000,Tromaville has a monstrous new hero. The Toxic Avenger is born when meek mop boy Melvin falls into a vat of toxic waste. Now evildoers will have a lot to lose.Tromaville has a monstrous new hero. The Toxic Avenger is born when meek mop boy Melvin falls into a vat of toxic waste. Now evildoers will have a lot to lose.Tromaville has a monstrous new hero. The Toxic Avenger is born when meek mop boy Melvin falls into a vat of toxic waste. Now evildoers will have a lot to lose.
707,A View to a Kill,"Adventure, Action, Thriller",en,1985,131,6.3,105000,The recovery of a microchip from the body of a fellow British secret agent leads James Bond to a mad industrialist scheming to cause massive destruction.The recovery of a microchip from the body of a fellow British secret agent leads James Bond to a mad industrialist scheming to cause massive destruction.The recovery of a microchip from the body of a fellow British secret agent leads James Bond to a mad industrialist scheming to cause massive destruction.
11814,Weird Science,"Comedy, Romance, Science Fiction",en,1985,94,6.6,97000,"Two high-school nerds use a computer program to literally create the perfect woman, who promptly turns their lives upside-down.Two high-school nerds use a computer program to literally create the perfect woman, who promptly turns their lives upside-down.Two high-school nerds use a computer program to literally create the perfect woman, who promptly turns their lives upside-down."
9281,Witness,"Crime, Drama, Romance, Thriller",en,1985,112,7.4,105000,"While protecting an Amish boy - who is the sole witness to a brutal murder - and his mother, a detective is forced to seek refuge within their community when his own life is threatened.While protecting an Amish boy - who is the sole witness to a brutal murder - and his mother, a detective is forced to seek refuge within their community when his own life is threatened.While protecting an Amish boy - who is the sole witness to a brutal murder - and his mother, a detective is forced to seek refuge within their community when his own life is threatened."
11018,Year of the Dragon,"Action, Crime, Thriller",en,1985,134,6.8,18000,A police detective cracks down on organized crime in Chinatown after the murders of Triad and Mafia leaders.A police detective cracks down on organized crime in Chinatown after the murders of Triad and Mafia leaders.A police detective cracks down on organized crime in Chinatown after the murders of Triad and Mafia leaders.
11904,Young Sherlock Holmes,"Mystery, Adventure",en,1985,109,6.8,23000,"When assorted people start having inexplicable delusions that lead to their deaths, a teenage Sherlock Holmes decides to investigate.When assorted people start having inexplicable delusions that lead to their deaths, a teenage Sherlock Holmes decides to investigate.When assorted people start having inexplicable delusions that lead to their deaths, a teenage Sherlock Holmes decides to investigate."
9671,Crocodile Dundee,"Adventure, Comedy",en,1986,97,6.6,115000,An American reporter goes to the Australian outback to meet an eccentric crocodile poacher and invites him to New York City.An American reporter goes to the Australian outback to meet an eccentric crocodile poacher and invites him to New York City.An American reporter goes to the Australian outback to meet an eccentric crocodile poacher and invites him to New York City.
679,Aliens,"Action, Thriller, Science Fiction",en,1986,137,8.4,763000,"Decades after surviving the Nostromo incident, Ellen Ripley is sent out to re-establish contact with a terraforming colony but finds herself battling the Alien Queen and her offspring.Decades after surviving the Nostromo incident, Ellen Ripley is sent out to re-establish contact with a terraforming colony but finds herself battling the Alien Queen and her offspring.Decades after surviving the Nostromo incident, Ellen Ripley is sent out to re-establish contact with a terraforming colony but finds herself battling the Alien Queen and her offspring."
4978,An American Tail,"Comedy, Adventure, Drama, Family, Animation",en,1986,80,6.9,58000,"While emigrating to the United States, a young Russian mouse gets separated from his family and must relocate them while trying to survive in a new country.While emigrating to the United States, a young Russian mouse gets separated from his family and must relocate them while trying to survive in a new country.While emigrating to the United States, a young Russian mouse gets separated from his family and must relocate them while trying to survive in a new country."
24913,April Fool's Day,"Horror, Mystery",en,1986,89,6.1,18000,"Nine college students staying at a friend's remote island mansion begin to fall victim to an unseen murderer over the April Fool's Day weekend, but nothing is as it seems.Nine college students staying at a friend's remote island mansion begin to fall victim to an unseen murderer over the April Fool's Day weekend, but nothing is as it seems.Nine college students staying at a friend's remote island mansion begin to fall victim to an unseen murderer over the April Fool's Day weekend, but nothing is as it seems."
15596,Back to School,Comedy,en,1986,96,6.7,36000,"To help his discouraged son get through college, a funloving and obnoxious rich businessman decides to enter the school as a student himself.To help his discouraged son get through college, a funloving and obnoxious rich businessman decides to enter the school as a student himself.To help his discouraged son get through college, a funloving and obnoxious rich businessman decides to enter the school as a student himself."
6978,Big Trouble in Little China,"Comedy, Action, Fantasy",en,1986,99,7.2,154000,A rough-and-tumble trucker and his side kick face off with an ancient sorcerer in a supernatural battle beneath Chinatown.A rough-and-tumble trucker and his side kick face off with an ancient sorcerer in a supernatural battle beneath Chinatown.A rough-and-tumble trucker and his side kick face off with an ancient sorcerer in a supernatural battle beneath Chinatown.
28941,Chopping Mall,"Horror, Science Fiction",en,1986,77,5.6,17000,"A group of young shopping mall employees stay behind for a late night party in one of the stores. When the mall goes on lock-down before they can get out, the robot security system malfuncti... Read allA group of young shopping mall employees stay behind for a late night party in one of the stores. When the mall goes on lock-down before they can get out, the robot security system malfunctions, and goes on a killing spree.A group of young shopping mall employees stay behind for a late night party in one of the stores. When the mall goes on lock-down before they can get out, the robot security system malfunctions, and goes on a killing spree."
9874,Cobra,"Action, Crime, Thriller",en,1986,87,5.8,80000,A tough-on-crime street cop must protect the only surviving witness to a strange murderous cult with far-reaching plans.A tough-on-crime street cop must protect the only surviving witness to a strange murderous cult with far-reaching plans.A tough-on-crime street cop must protect the only surviving witness to a strange murderous cult with far-reaching plans.
11873,The Color of Money,Drama,en,1986,119,7.0,93000,"Fast Eddie Felson teaches a cocky but immensely talented protégé the ropes of pool hustling, which in turn inspires him to make an unlikely comeback.Fast Eddie Felson teaches a cocky but immensely talented protégé the ropes of pool hustling, which in turn inspires him to make an unlikely comeback.Fast Eddie Felson teaches a cocky but immensely talented protégé the ropes of pool hustling, which in turn inspires him to make an unlikely comeback."
3980,Critters,"Comedy, Horror, Science Fiction",en,1986,86,6.1,39000,"A group of small but vicious alien creatures called Crites escape from an alien prison transport vessel and land near a small farm town on earth, pursued by two shape-shifting bounty hunters... Read allA group of small but vicious alien creatures called Crites escape from an alien prison transport vessel and land near a small farm town on earth, pursued by two shape-shifting bounty hunters.A group of small but vicious alien creatures called Crites escape from an alien prison transport vessel and land near a small farm town on earth, pursued by two shape-shifting bounty hunters."
15392,Crossroads,"Drama, Music, Mystery, Romance",en,1986,99,7.1,18000,A wannabe blues-guitar virtuoso finds an old blues player and hopes he can teach him a long-lost song by legendary musician Robert Johnson.A wannabe blues-guitar virtuoso finds an old blues player and hopes he can teach him a long-lost song by legendary musician Robert Johnson.A wannabe blues-guitar virtuoso finds an old blues player and hopes he can teach him a long-lost song by legendary musician Robert Johnson.
16113,The Delta Force,"Action, Thriller, Adventure, War",en,1986,125,5.6,22000,"After a plane is hijacked by terrorists, The Delta Force is sent in to resolve the crisis.After a plane is hijacked by terrorists, The Delta Force is sent in to resolve the crisis.After a plane is hijacked by terrorists, The Delta Force is sent in to resolve the crisis."
1554,Down by Law,"Crime, Drama, Comedy",en,1986,107,7.7,55000,"Two men are framed and sent to jail, where they meet a murderer who helps them escape and leave the state.Two men are framed and sent to jail, where they meet a murderer who helps them escape and leave the state.Two men are framed and sent to jail, where they meet a murderer who helps them escape and leave the state."
9377,Ferris Bueller's Day Off,Comedy,en,1986,103,7.8,387000,"A popular high school student, admired by his peers, decides to take a day off from school and goes to extreme lengths to pull it off, to the chagrin of his Dean, who'll do anything to stop ... Read allA popular high school student, admired by his peers, decides to take a day off from school and goes to extreme lengths to pull it off, to the chagrin of his Dean, who'll do anything to stop him.A popular high school student, admired by his peers, decides to take a day off from school and goes to extreme lengths to pull it off, to the chagrin of his Dean, who'll do anything to stop him."
10122,Flight of the Navigator,"Family, Science Fiction, Adventure",en,1986,90,6.9,52000,"In 1978, a boy travels eight years into the future and has an adventure with an intelligent, wisecracking alien ship.In 1978, a boy travels eight years into the future and has an adventure with an intelligent, wisecracking alien ship.In 1978, a boy travels eight years into the future and has an adventure with an intelligent, wisecracking alien ship."
9426,The Fly,"Horror, Science Fiction",en,1986,96,7.6,202000,A brilliant but eccentric scientist begins to transform into a giant man/fly hybrid after one of his experiments goes horribly wrong.A brilliant but eccentric scientist begins to transform into a giant man/fly hybrid after one of his experiments goes horribly wrong.A brilliant but eccentric scientist begins to transform into a giant man/fly hybrid after one of his experiments goes horribly wrong.
14510,From Beyond,"Horror, Science Fiction",en,1986,85,6.6,31000,"A group of scientists have developed the Resonator, a machine which allows whoever is within range to see beyond normal perceptible reality. But when the experiment succeeds, they are immedi... Read allA group of scientists have developed the Resonator, a machine which allows whoever is within range to see beyond normal perceptible reality. But when the experiment succeeds, they are immediately attacked by terrible life forms.A group of scientists have developed the Resonator, a machine which allows whoever is within range to see beyond normal perceptible reality. But when the experiment succeeds, they are immediately attacked by terrible life forms."
10136,The Golden Child,"Action, Adventure, Comedy",en,1986,94,6.0,59000,A private detective specializing in missing children is charged with the task of finding a special child whom dark forces want to eliminate.A private detective specializing in missing children is charged with the task of finding a special child whom dark forces want to eliminate.A private detective specializing in missing children is charged with the task of finding a special child whom dark forces want to eliminate.
9994,The Great Mouse Detective,"Animation, Family, Adventure, Mystery",en,1986,74,7.1,54000,"Basil, the rodent Sherlock Holmes, investigates the kidnapping of a toy maker and uncovers its link to his archenemy, Professor Ratigan.Basil, the rodent Sherlock Holmes, investigates the kidnapping of a toy maker and uncovers its link to his archenemy, Professor Ratigan.Basil, the rodent Sherlock Holmes, investigates the kidnapping of a toy maker and uncovers its link to his archenemy, Professor Ratigan."
5143,Hannah and Her Sisters,"Comedy, Drama",en,1986,107,7.8,77000,"Between two Thanksgivings two years apart, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly.Between two Thanksgivings two years apart, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly.Between two Thanksgivings two years apart, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly."
10015,Heartbreak Ridge,"War, Drama",en,1986,130,6.8,48000,"Hard-nosed, hard-living Marine Gunnery Sergeant Tom Highway clashes with his superiors and his ex-wife as he takes command of a spoiled recon platoon with a bad attitude.Hard-nosed, hard-living Marine Gunnery Sergeant Tom Highway clashes with his superiors and his ex-wife as he takes command of a spoiled recon platoon with a bad attitude.Hard-nosed, hard-living Marine Gunnery Sergeant Tom Highway clashes with his superiors and his ex-wife as he takes command of a spoiled recon platoon with a bad attitude."
8009,Highlander,"Adventure, Action, Fantasy",en,1986,116,7.0,147000,"An immortal Scottish swordsman must confront the last of his immortal opponents, a murderously brutal barbarian who lusts for the fabled ""Prize"".An immortal Scottish swordsman must confront the last of his immortal opponents, a murderously brutal barbarian who lusts for the fabled ""Prize"".An immortal Scottish swordsman must confront the last of his immortal opponents, a murderously brutal barbarian who lusts for the fabled ""Prize""."
9542,The Hitcher,"Horror, Action, Thriller",en,1986,97,7.2,53000,A young man who escapes the clutches of a murderous hitchhiker is subsequently stalked by the hitcher and framed for his crimes.A young man who escapes the clutches of a murderous hitchhiker is subsequently stalked by the hitcher and framed for his crimes.A young man who escapes the clutches of a murderous hitchhiker is subsequently stalked by the hitcher and framed for his crimes.
5693,Hoosiers,"Drama, Family",en,1986,114,7.4,51000,A coach with a checkered past and a local drunk train a small-town high school basketball team to become a top contender for the state championship in 1950s Indiana.A coach with a checkered past and a local drunk train a small-town high school basketball team to become a top contender for the state championship in 1950s Indiana.A coach with a checkered past and a local drunk train a small-town high school basketball team to become a top contender for the state championship in 1950s Indiana.
10658,Howard the Duck,"Comedy, Fantasy, Science Fiction",en,1986,110,4.7,51000,A sarcastic humanoid duck is pulled from his homeworld to Earth where he must stop an alien invasion with the help of a nerdy scientist and a struggling female rock singer.A sarcastic humanoid duck is pulled from his homeworld to Earth where he must stop an alien invasion with the help of a nerdy scientist and a struggling female rock singer.A sarcastic humanoid duck is pulled from his homeworld to Earth where he must stop an alien invasion with the help of a nerdy scientist and a struggling female rock singer.
4480,Jean de Florette,Drama,fr,1986,120,8.1,28000,A greedy landowner and his backward nephew conspire to block the only water source for an adjoining property in order to bankrupt the owner and force him to sell.A greedy landowner and his backward nephew conspire to block the only water source for an adjoining property in order to bankrupt the owner and force him to sell.A greedy landowner and his backward nephew conspire to block the only water source for an adjoining property in order to bankrupt the owner and force him to sell.
10945,Jumpin' Jack Flash,"Romance, Comedy, Thriller",en,1986,105,5.9,21000,An American computer wiz who works at a New York bank is suddenly thrust into the world of international espionage after she inadvertently receives a coded message from a British spy.An American computer wiz who works at a New York bank is suddenly thrust into the world of international espionage after she inadvertently receives a coded message from a British spy.An American computer wiz who works at a New York bank is suddenly thrust into the world of international espionage after she inadvertently receives a coded message from a British spy.
8856,The Karate Kid Part II,"Adventure, Drama, Action, Romance, Family",en,1986,113,6.1,99000,"Daniel accompanies his mentor, Mr. Miyagi, to Miyagi's childhood home in Okinawa. Miyagi visits his dying father and confronts his old rival, while Daniel falls in love and inadvertently mak... Read allDaniel accompanies his mentor, Mr. Miyagi, to Miyagi's childhood home in Okinawa. Miyagi visits his dying father and confronts his old rival, while Daniel falls in love and inadvertently makes a new rival of his own.Daniel accompanies his mentor, Mr. Miyagi, to Miyagi's childhood home in Okinawa. Miyagi visits his dying father and confronts his old rival, while Daniel falls in love and inadvertently makes a new rival of his own."
13597,Labyrinth,"Adventure, Family, Fantasy",en,1986,101,7.3,150000,Sixteen-year-old Sarah must solve a labyrinth to rescue her baby brother when he is taken by the Goblin King.Sixteen-year-old Sarah must solve a labyrinth to rescue her baby brother when he is taken by the Goblin King.Sixteen-year-old Sarah must solve a labyrinth to rescue her baby brother when he is taken by the Goblin King.
10776,Little Shop of Horrors,"Horror, Comedy",en,1986,94,7.1,86000,A nerdy florist finds his chance for success and romance with the help of a giant man-eating plant who demands to be fed.A nerdy florist finds his chance for success and romance with the help of a giant man-eating plant who demands to be fed.A nerdy florist finds his chance for success and romance with the help of a giant man-eating plant who demands to be fed.
11454,Manhunter,"Crime, Horror, Thriller",en,1986,120,7.2,81000,"Former FBI profiler Will Graham returns to service to pursue a deranged serial killer dubbed ""the Tooth Fairy"" by the media.Former FBI profiler Will Graham returns to service to pursue a deranged serial killer dubbed ""the Tooth Fairy"" by the media.Former FBI profiler Will Graham returns to service to pursue a deranged serial killer dubbed ""the Tooth Fairy"" by the media."
9980,Maximum Overdrive,"Horror, Action, Science Fiction",en,1986,98,5.4,36000,A group of people try to survive when machines start to come alive and become homicidal.A group of people try to survive when machines start to come alive and become homicidal.A group of people try to survive when machines start to come alive and become homicidal.
11416,The Mission,"Adventure, Drama, Action, History",en,1986,125,7.4,66000,Eighteenth-century Spanish Jesuits try to protect a remote South American tribe in danger of falling under the rule of pro-slavery Portugal.Eighteenth-century Spanish Jesuits try to protect a remote South American tribe in danger of falling under the rule of pro-slavery Portugal.Eighteenth-century Spanish Jesuits try to protect a remote South American tribe in danger of falling under the rule of pro-slavery Portugal.
10466,The Money Pit,"Comedy, Romance",en,1986,91,6.4,62000,A young couple struggles to repair a hopelessly dilapidated house.A young couple struggles to repair a hopelessly dilapidated house.A young couple struggles to repair a hopelessly dilapidated house.
11120,The Mosquito Coast,"Drama, Adventure",en,1986,117,6.6,31000,An inventor spurns his city life and moves his family into the jungles of Central America to make a utopia.An inventor spurns his city life and moves his family into the jungles of Central America to make a utopia.An inventor spurns his city life and moves his family into the jungles of Central America to make a utopia.
15762,Night of the Creeps,"Horror, Comedy, Science Fiction",en,1986,88,6.7,26000,"Alien brain parasites, entering humans through the mouth, turn their host into a killing zombie. Some teenagers start to fight against them.Alien brain parasites, entering humans through the mouth, turn their host into a killing zombie. Some teenagers start to fight against them.Alien brain parasites, entering humans through the mouth, turn their host into a killing zombie. Some teenagers start to fight against them."
10068,Nine 1/2 Weeks,"Romance, Drama",en,1986,117,5.9,44000,A woman becomes involved with a man she barely knows. Complications develop during their sexual escapades.A woman becomes involved with a man she barely knows. Complications develop during their sexual escapades.A woman becomes involved with a man she barely knows. Complications develop during their sexual escapades.
10013,Peggy Sue Got Married,"Comedy, Drama, Fantasy",en,1986,103,6.4,41000,"Peggy Sue faints at a high school reunion. When she wakes up, she finds herself in her own past, just before she finished school.Peggy Sue faints at a high school reunion. When she wakes up, she finds herself in her own past, just before she finished school.Peggy Sue faints at a high school reunion. When she wakes up, she finds herself in her own past, just before she finished school."
792,Platoon,"Drama, War, Action",en,1986,120,8.1,440000,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and th... Read allChris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict."
12118,Police Academy 3: Back in Training,"Comedy, Crime",en,1986,83,5.4,49000,The alumni of Commandant Lassard's Police Academy (1984) return to the school to train new recruits and prevent its closure.The alumni of Commandant Lassard's Police Academy (1984) return to the school to train new recruits and prevent its closure.The alumni of Commandant Lassard's Police Academy (1984) return to the school to train new recruits and prevent its closure.
11133,Poltergeist II: The Other Side,"Horror, Thriller",en,1986,91,5.7,30000,"The Freeling family have a new house, but their troubles with supernatural forces don't seem to be over.The Freeling family have a new house, but their troubles with supernatural forces don't seem to be over.The Freeling family have a new house, but their troubles with supernatural forces don't seem to be over."
11522,Pretty in Pink,"Romance, Drama, Comedy",en,1986,97,6.7,89000,A poor girl must choose between the affections of dating her childhood sweetheart or a rich but sensitive playboy.A poor girl must choose between the affections of dating her childhood sweetheart or a rich but sensitive playboy.A poor girl must choose between the affections of dating her childhood sweetheart or a rich but sensitive playboy.
12662,Psycho III,"Horror, Thriller",en,1986,93,5.5,17000,"Norman Bates falls in love with a fallen nun who stays at the Bates Motel alongside a drifter and a curious reporter. Meanwhile, ""Mother"" is still watching.Norman Bates falls in love with a fallen nun who stays at the Bates Motel alongside a drifter and a curious reporter. Meanwhile, ""Mother"" is still watching.Norman Bates falls in love with a fallen nun who stays at the Bates Motel alongside a drifter and a curious reporter. Meanwhile, ""Mother"" is still watching."
2099,Raw Deal,"Action, Crime, Thriller",en,1986,106,5.6,38000,A former FBI agent turned small-town sheriff agrees to help the FBI chief infiltrate the Chicago mafia when the FBI chief's son is killed by them.A former FBI agent turned small-town sheriff agrees to help the FBI chief infiltrate the Chicago mafia when the FBI chief's son is killed by them.A former FBI agent turned small-town sheriff agrees to help the FBI chief infiltrate the Chicago mafia when the FBI chief's son is killed by them.
12151,Ruthless People,Comedy,en,1986,93,6.9,31000,"A couple cheated by a vile businessman kidnaps his wife in retaliation, not knowing that their enemy is delighted that they did.A couple cheated by a vile businessman kidnaps his wife in retaliation, not knowing that their enemy is delighted that they did.A couple cheated by a vile businessman kidnaps his wife in retaliation, not knowing that their enemy is delighted that they did."
6106,Salvador,"Drama, War, Thriller",en,1986,122,7.4,23000,A burnt-out photojournalist becomes involved in a Central American revolution.A burnt-out photojournalist becomes involved in a Central American revolution.A burnt-out photojournalist becomes involved in a Central American revolution.
27995,She's Gotta Have It,"Comedy, Romance",en,1986,84,6.8,16000,Story of a woman and her three lovers.Story of a woman and her three lovers.Story of a woman and her three lovers.
2605,Short Circuit,"Science Fiction, Comedy, Family",en,1986,98,6.6,66000,"Number 5 of a group of experimental robots in a lab is electrocuted, suddenly becomes intelligent, and escapes.Number 5 of a group of experimental robots in a lab is electrocuted, suddenly becomes intelligent, and escapes.Number 5 of a group of experimental robots in a lab is electrocuted, suddenly becomes intelligent, and escapes."
14924,Sid and Nancy,"Drama, Romance",en,1986,112,7.0,35000,"The relationship between Sid Vicious, bassist for British punk group Sex Pistols, and his girlfriend Nancy Spungen is portrayed.The relationship between Sid Vicious, bassist for British punk group Sex Pistols, and his girlfriend Nancy Spungen is portrayed.The relationship between Sid Vicious, bassist for British punk group Sex Pistols, and his girlfriend Nancy Spungen is portrayed."
11300,Something Wild,"Crime, Comedy, Romance",en,1986,114,6.9,21000,"A free-spirited woman ""kidnaps"" a yuppie for a weekend of adventure. But the fun quickly takes a dangerous turn when her ex-convict husband shows up.A free-spirited woman ""kidnaps"" a yuppie for a weekend of adventure. But the fun quickly takes a dangerous turn when her ex-convict husband shows up.A free-spirited woman ""kidnaps"" a yuppie for a weekend of adventure. But the fun quickly takes a dangerous turn when her ex-convict husband shows up."
235,Stand by Me,"Crime, Drama",en,1986,89,8.1,442000,A writer recounts a childhood journey with his friends to find the body of a missing boy.A writer recounts a childhood journey with his friends to find the body of a missing boy.A writer recounts a childhood journey with his friends to find the body of a missing boy.
168,Star Trek IV: The Voyage Home,"Science Fiction, Adventure",en,1986,119,7.3,91000,"To save Earth from an alien probe, Admiral James T. Kirk and his fugitive crew go back in time to San Francisco in 1986 to retrieve the only beings who can communicate with it: humpback whal... Read allTo save Earth from an alien probe, Admiral James T. Kirk and his fugitive crew go back in time to San Francisco in 1986 to retrieve the only beings who can communicate with it: humpback whales.To save Earth from an alien probe, Admiral James T. Kirk and his fugitive crew go back in time to San Francisco in 1986 to retrieve the only beings who can communicate with it: humpback whales."
16337,The Texas Chainsaw Massacre 2,"Horror, Comedy",en,1986,101,5.6,38000,A radio host is victimized by the cannibal family as a former Texas marshal hunts them.A radio host is victimized by the cannibal family as a former Texas marshal hunts them.A radio host is victimized by the cannibal family as a former Texas marshal hunts them.
744,Top Gun,"Drama, Action, Adventure, War",en,1986,109,6.9,503000,"As students at the United States Navy's elite fighter weapons school compete to be best in the class, one daring young pilot learns a few things from a civilian instructor that are not taugh... Read allAs students at the United States Navy's elite fighter weapons school compete to be best in the class, one daring young pilot learns a few things from a civilian instructor that are not taught in the classroom.As students at the United States Navy's elite fighter weapons school compete to be best in the class, one daring young pilot learns a few things from a civilian instructor that are not taught in the classroom."
1857,The Transformers: The Movie,"Animation, Science Fiction, Action, Adventure, Family",en,1986,84,7.2,42000,"The Autobots must stop a colossal planet consuming robot who goes after the Autobot Matrix of Leadership. At the same time, they must defend themselves against an all-out attack from the Dec... Read allThe Autobots must stop a colossal planet consuming robot who goes after the Autobot Matrix of Leadership. At the same time, they must defend themselves against an all-out attack from the Decepticons.The Autobots must stop a colossal planet consuming robot who goes after the Autobot Matrix of Leadership. At the same time, they must defend themselves against an all-out attack from the Decepticons."
10017,The Wraith,"Action, Science Fiction",en,1986,93,5.9,19000,"In a small town in Arizona, a mysterious man/spirit descends from the sky and manifests in a sports car and targets a local violent road-racing gang of motor heads, headed by a ruthless bull... Read allIn a small town in Arizona, a mysterious man/spirit descends from the sky and manifests in a sports car and targets a local violent road-racing gang of motor heads, headed by a ruthless bully who'll do anything to get what he wants.In a small town in Arizona, a mysterious man/spirit descends from the sky and manifests in a sports car and targets a local violent road-racing gang of motor heads, headed by a ruthless bully who'll do anything to get what he wants."
9396,Crocodile Dundee II,"Adventure, Comedy",en,1988,108,5.7,61000,Australian outback expert protects his New York love from gangsters who've followed her down under.Australian outback expert protects his New York love from gangsters who've followed her down under.Australian outback expert protects his New York love from gangsters who've followed her down under.
11548,*batteries not included,"Family, Comedy, Fantasy, Science Fiction",en,1987,106,6.6,38000,Aliens help a feisty old New York couple in their battle against the ruthless land developer who's out to evict them.Aliens help a feisty old New York couple in their battle against the ruthless land developer who's out to evict them.Aliens help a feisty old New York couple in their battle against the ruthless land developer who's out to evict them.
14367,Adventures in Babysitting,Comedy,en,1987,102,6.9,49000,A babysitter must battle her way through the big city after being stranded there with the kids she's looking after.A babysitter must battle her way through the big city after being stranded there with the kids she's looking after.A babysitter must battle her way through the big city after being stranded there with the kids she's looking after.
635,Angel Heart,"Horror, Mystery",en,1987,113,7.2,96000,A private investigator is hired by a man who calls himself Louis Cyphre to track down a singer named Johnny Favorite. But the investigation takes an unexpected and somber turn.A private investigator is hired by a man who calls himself Louis Cyphre to track down a singer named Johnny Favorite. But the investigation takes an unexpected and somber turn.A private investigator is hired by a man who calls himself Louis Cyphre to track down a singer named Johnny Favorite. But the investigation takes an unexpected and somber turn.
11215,Baby Boom,"Drama, Comedy, Romance",en,1987,110,6.3,19000,The life of super-yuppie J.C. is thrown into turmoil when she inherits a baby from a distant relative.The life of super-yuppie J.C. is thrown into turmoil when she inherits a baby from a distant relative.The life of super-yuppie J.C. is thrown into turmoil when she inherits a baby from a distant relative.
9964,Bad Taste,"Action, Comedy, Horror, Science Fiction",en,1987,91,6.5,49000,The population of a small town disappears and is replaced by aliens that chase human flesh for their intergalactic fast-food chain.The population of a small town disappears and is replaced by aliens that chase human flesh for their intergalactic fast-food chain.The population of a small town disappears and is replaced by aliens that chase human flesh for their intergalactic fast-food chain.
10937,Barfly,"Comedy, Drama, Romance",en,1987,100,7.1,22000,"Based on the life of successful poet Charles Bukowski and his exploits in Hollywood during the 60s, 70s, and 80s.Based on the life of successful poet Charles Bukowski and his exploits in Hollywood during the 60s, 70s, and 80s.Based on the life of successful poet Charles Bukowski and his exploits in Hollywood during the 60s, 70s, and 80s."
96,Beverly Hills Cop II,"Action, Comedy, Crime",en,1987,100,6.5,131000,"Axel Foley returns to Beverly Hills to help Taggart and Rosewood investigate Chief Bogomil's near-fatal shooting and the series of ""alphabet crimes"" associated with it.Axel Foley returns to Beverly Hills to help Taggart and Rosewood investigate Chief Bogomil's near-fatal shooting and the series of ""alphabet crimes"" associated with it.Axel Foley returns to Beverly Hills to help Taggart and Rosewood investigate Chief Bogomil's near-fatal shooting and the series of ""alphabet crimes"" associated with it."
918,Blind Date,"Comedy, Romance",en,1987,95,5.9,24000,"A workaholic needs a date for a dinner with new important clientele, but who his brother sets him up with could lead to disaster.A workaholic needs a date for a dinner with new important clientele, but who his brother sets him up with could lead to disaster.A workaholic needs a date for a dinner with new important clientele, but who his brother sets him up with could lead to disaster."
11690,Bloodsport,"Action, Thriller",en,1988,92,6.8,94000,"""Bloodsport"" follows Frank Dux, an American martial artist serving in the military, who decides to leave the army to compete in a martial arts tournament in Hong Kong where fights to the dea... Read all""Bloodsport"" follows Frank Dux, an American martial artist serving in the military, who decides to leave the army to compete in a martial arts tournament in Hong Kong where fights to the death can occur.""Bloodsport"" follows Frank Dux, an American martial artist serving in the military, who decides to leave the army to compete in a martial arts tournament in Hong Kong where fights to the death can occur."
19933,The Brave Little Toaster,"Animation, Adventure, Family, Fantasy",en,1987,90,7.2,28000,A group of dated appliances embark on a journey to the city to find their master after being abandoned in a cabin in the woods.A group of dated appliances embark on a journey to the city to find their master after being abandoned in a cabin in the woods.A group of dated appliances embark on a journey to the city to find their master after being abandoned in a cabin in the woods.
12626,Broadcast News,"Comedy, Romance",en,1987,133,7.3,34000,"Take two rival television reporters: one handsome, one talented, both male. Add one producer, female. Mix well, and watch the sparks fly.Take two rival television reporters: one handsome, one talented, both male. Add one producer, female. Mix well, and watch the sparks fly.Take two rival television reporters: one handsome, one talented, both male. Add one producer, female. Mix well, and watch the sparks fly."
12919,Can't Buy Me Love,"Drama, Comedy, Romance",en,1987,94,6.8,42000,An outcast secretly pays the most popular girl in school one thousand dollars to pretend to be his girlfriend for a month.An outcast secretly pays the most popular girl in school one thousand dollars to pretend to be his girlfriend for a month.An outcast secretly pays the most popular girl in school one thousand dollars to pretend to be his girlfriend for a month.
16288,Creepshow 2,"Horror, Comedy",en,1987,92,6.0,28000,"Three macabre tales from the latest issue of a boy's favorite comic book, dealing with a vengeful wooden Native American, a monstrous blob in a lake, and an undying hitchhiker.Three macabre tales from the latest issue of a boy's favorite comic book, dealing with a vengeful wooden Native American, a monstrous blob in a lake, and an undying hitchhiker.Three macabre tales from the latest issue of a boy's favorite comic book, dealing with a vengeful wooden Native American, a monstrous blob in a lake, and an undying hitchhiker."
